Vertices,Edge %,Chromatic Number,Exec Time,Basic Operations,Configurations Tested,Precision
349,45544 (75%),86,2476.7890,6947501,174500,
350,7634 (12.5%),16,511.2495,1114156,175000,
350,15268 (25%),28,902.8728,2023140,175000,
350,30537 (50%),51,1683.2812,4038847,175000,
350,45806 (75%),86,2501.0195,6980807,175000,
351,7678 (12.5%),17,515.4271,1121064,175500,
351,15356 (25%),27,916.5156,2039716,175500,
351,30712 (50%),52,1739.1810,4070547,175500,
351,46068 (75%),86,2520.5493,7018396,175500,
352,7722 (12.5%),17,518.1274,1125815,176000,
352,15444 (25%),28,918.4890,2049983,176000,
352,30888 (50%),51,1706.2135,4091853,176000,
352,46332 (75%),87,2537.6837,7059974,176000,
353,7766 (12.5%),17,518.0616,1134160,176500,
353,15532 (25%),28,923.9814,2057794,176500,
353,31064 (50%),52,1744.2579,4110401,176500,
353,46596 (75%),86,2550.9388,7093473,176500,
354,7810 (12.5%),16,522.0184,1140082,177000,
354,15620 (25%),28,925.9622,2073991,177000,
354,31240 (50%),52,1724.3068,4124254,177000,
354,46860 (75%),87,2574.6078,7130010,177000,
355,7854 (12.5%),17,525.1870,1145166,177500,
355,15708 (25%),28,945.5323,2073912,177500,
355,31417 (50%),52,1744.0515,4157499,177500,
355,47126 (75%),87,2584.1439,7166663,177500,
356,7898 (12.5%),16,525.4419,1149133,178000,
356,15797 (25%),28,942.0252,2098554,178000,
356,31595 (50%),53,1745.0621,4175357,178000,
356,47392 (75%),88,2588.5410,7191750,178000,
357,7943 (12.5%),17,535.8431,1158059,178500,
357,15886 (25%),28,942.6558,2094656,178500,
357,31773 (50%),52,1759.0673,4196639,178500,
357,47659 (75%),88,2618.7012,7248878,178500,
358,7987 (12.5%),17,537.7347,1164470,179000,
358,15975 (25%),27,955.0023,2111827,179000,
358,31951 (50%),52,1773.5004,4219485,179000,
358,47927 (75%),87,2626.7977,7276146,179000,
359,8032 (12.5%),17,546.6342,1170013,179500,
359,16065 (25%),28,958.5478,2122572,179500,
359,32130 (50%),53,1781.9061,4248967,179500,
359,48195 (75%),88,2640.8207,7320122,179500,
360,8077 (12.5%),17,542.2909,1172280,180000,
360,16155 (25%),28,960.3746,2129398,180000,
360,32310 (50%),53,1793.1068,4266889,180000,
360,48465 (75%),89,2662.8869,7367745,180000,
361,8122 (12.5%),17,543.6621,1177027,180500,
361,16245 (25%),28,967.6063,2144347,180500,
361,32490 (50%),53,1809.4575,4283206,180500,
361,48735 (75%),88,2676.8136,7388563,180500,
362,8167 (12.5%),17,542.8479,1184486,181000,
362,16335 (25%),28,971.2484,2149802,181000,
362,32670 (50%),53,1811.6977,4312246,181000,
362,49005 (75%),88,2682.6031,7414227,181000,
363,8212 (12.5%),17,550.8678,1193959,181500,
363,16425 (25%),28,981.8628,2169023,181500,
363,32851 (50%),54,1823.6573,4334617,181500,
363,49277 (75%),89,2717.4613,7459163,181500,
364,8258 (12.5%),17,553.8647,1198804,182000,
364,16516 (25%),28,983.2368,2177655,182000,
364,33033 (50%),53,1830.7085,4350880,182000,
364,49549 (75%),90,2730.1483,7510328,182000,
365,8303 (12.5%),17,559.9163,1199150,182500,
365,16607 (25%),28,987.4122,2186347,182500,
365,33215 (50%),53,1851.4762,4370730,182500,
365,49822 (75%),89,2735.5504,7529995,182500,
366,8349 (12.5%),17,562.1653,1208650,183000,
366,16698 (25%),28,998.9493,2196260,183000,
366,33397 (50%),53,1850.6212,4389198,183000,
366,50096 (75%),89,2760.0474,7570199,183000,
367,8395 (12.5%),17,560.9539,1212648,183500,
367,16790 (25%),28,1003.5024,2206563,183500,
367,33580 (50%),53,1867.4068,4418293,183500,
367,50370 (75%),89,2778.4607,7599828,183500,
368,8441 (12.5%),17,562.4552,1224076,184000,
368,16882 (25%),28,1003.4945,2213393,184000,
368,33764 (50%),54,1879.9355,4433361,184000,
368,50646 (75%),89,2780.1931,7658525,184000,
369,8487 (12.5%),17,567.3170,1228441,184500,
369,16974 (25%),28,1007.7984,2230325,184500,
369,33948 (50%),53,1882.0498,4454304,184500,
369,50922 (75%),90,2815.4261,7676782,184500,
370,8533 (12.5%),17,571.3947,1229142,185000,
370,17066 (25%),29,1019.5005,2244449,185000,
370,34132 (50%),54,1901.3877,4474227,185000,
370,51198 (75%),91,2834.6627,7718226,185000,
371,8579 (12.5%),17,584.0886,1237329,185500,
371,17158 (25%),29,1019.7365,2247780,185500,
371,34317 (50%),54,1910.9635,4505545,185500,
371,51476 (75%),90,2841.1973,7798690,185500,
372,8625 (12.5%),17,576.9753,1241969,186000,
372,17251 (25%),29,1029.8812,2263778,186000,
372,34503 (50%),54,1922.9786,4517067,186000,
372,51754 (75%),91,2861.5224,7810522,186000,
373,8672 (12.5%),17,579.7207,1254306,186500,
373,17344 (25%),29,1041.1842,2275616,186500,
373,34689 (50%),54,1944.8659,4548554,186500,
373,52033 (75%),91,2881.7272,7843018,186500,
374,8718 (12.5%),17,587.9319,1256818,187000,
374,17437 (25%),29,1043.5710,2278954,187000,
374,34875 (50%),55,1948.6675,4566088,187000,
374,52313 (75%),91,2889.3461,7895673,187000,
375,8765 (12.5%),17,587.6329,1258339,187500,
375,17531 (25%),29,1050.1716,2295001,187500,
375,35062 (50%),55,1948.4444,4587777,187500,
375,52593 (75%),91,2920.9893,7930961,187500,
376,8812 (12.5%),17,588.8491,1267141,188000,
376,17625 (25%),29,1057.2977,2308157,188000,
376,35250 (50%),54,1977.3653,4609871,188000,
376,52875 (75%),90,2934.7689,7940238,188000,
377,8859 (12.5%),17,595.5951,1275132,188500,
377,17719 (25%),29,1055.3997,2317679,188500,
377,35438 (50%),54,1986.5291,4626987,188500,
377,53157 (75%),92,2933.2640,8004859,188500,
378,8906 (12.5%),17,595.5124,1280042,189000,
378,17813 (25%),29,1065.1937,2327911,189000,
378,35626 (50%),55,1986.7918,4655488,189000,
378,53439 (75%),92,2961.7519,8058697,189000,
379,8953 (12.5%),17,597.5492,1288328,189500,
379,17907 (25%),29,1092.0565,2342910,189500,
379,35815 (50%),55,2004.4081,4665501,189500,
379,53723 (75%),91,2985.5487,8091876,189500,
380,9001 (12.5%),17,602.8466,1289523,190000,
380,18002 (25%),29,1073.5619,2350342,190000,
380,36005 (50%),56,2023.2594,4711144,190000,
380,54007 (75%),93,2990.0434,8096880,190000,
381,9048 (12.5%),17,606.1370,1300001,190500,
381,18097 (25%),29,1084.0485,2363196,190500,
381,36195 (50%),55,2023.9177,4721785,190500,
381,54292 (75%),92,3025.7094,8162625,190500,
382,9096 (12.5%),17,612.9348,1306854,191000,
382,18192 (25%),29,1096.1292,2370469,191000,
382,36385 (50%),55,2049.8486,4755440,191000,
382,54578 (75%),92,3047.3275,8205455,191000,
383,9144 (12.5%),18,615.0775,1313406,191500,
383,18288 (25%),29,1093.9760,2387116,191500,
383,36576 (50%),55,2068.7118,4761244,191500,
383,54864 (75%),92,3045.7637,8243604,191500,
384,9192 (12.5%),17,618.2065,1322013,192000,
384,18384 (25%),29,1103.1342,2390137,192000,
384,36768 (50%),55,2067.8916,4804220,192000,
384,55152 (75%),91,3082.7456,8269393,192000,
385,9240 (12.5%),18,622.5913,1324977,192500,
385,18480 (25%),29,1114.5175,2393686,192500,
385,36960 (50%),55,2087.3508,4820667,192500,
385,55440 (75%),93,3099.2069,8321559,192500,
386,9288 (12.5%),18,622.0627,1326133,193000,
386,18576 (25%),30,1111.9335,2417480,193000,
386,37152 (50%),56,2093.6511,4835949,193000,
386,55728 (75%),93,3102.3364,8340827,193000,
387,9336 (12.5%),17,627.8510,1334847,193500,
387,18672 (25%),29,1125.3102,2430556,193500,
387,37345 (50%),56,2097.6703,4855950,193500,
387,56018 (75%),93,3142.2887,8410182,193500,
388,9384 (12.5%),17,639.6022,1345296,194000,
388,18769 (25%),30,1134.5127,2437784,194000,
388,37539 (50%),55,2114.6398,4882592,194000,
388,56308 (75%),94,3162.3702,8441454,194000,
389,9433 (12.5%),18,633.9147,1348323,194500,
389,18866 (25%),30,1132.4790,2446865,194500,
389,37733 (50%),56,2133.5804,4903148,194500,
389,56599 (75%),95,3163.4021,8480535,194500,
390,9481 (12.5%),18,636.7452,1352852,195000,
390,18963 (25%),30,1142.9222,2460248,195000,
390,37927 (50%),57,2131.6988,4928940,195000,
390,56891 (75%),95,3187.1874,8509548,195000,
391,9530 (12.5%),18,638.5434,1363069,195500,
391,19061 (25%),30,1152.8933,2472794,195500,
391,38122 (50%),56,2159.3499,4949884,195500,
391,57183 (75%),95,3212.5361,8576331,195500,
392,9579 (12.5%),18,642.7150,1368390,196000,
392,19159 (25%),29,1148.5355,2484862,196000,
392,38318 (50%),57,2160.7027,4978534,196000,
392,57477 (75%),95,3213.7671,8605561,196000,
393,9628 (12.5%),18,645.8910,1369821,196500,
393,19257 (25%),30,1160.3467,2499227,196500,
393,38514 (50%),57,2168.2076,4990968,196500,
393,57771 (75%),94,3230.3736,8648743,196500,
394,9677 (12.5%),18,650.5947,1376123,197000,
394,19355 (25%),30,1166.1098,2508960,197000,
394,38710 (50%),57,2186.5582,5023275,197000,
394,58065 (75%),95,3253.3841,8687939,197000,
395,9726 (12.5%),18,650.9883,1385906,197500,
395,19453 (25%),30,1169.5769,2520067,197500,
395,38907 (50%),57,2217.3688,5037911,197500,
395,58361 (75%),95,3285.7878,8722245,197500,
396,9776 (12.5%),18,658.3514,1387930,198000,
396,19552 (25%),30,1179.5173,2532997,198000,
396,39105 (50%),57,2212.8909,5075638,198000,
396,58657 (75%),96,3306.5596,8764838,198000,
397,9825 (12.5%),18,663.3022,1397368,198500,
397,19651 (25%),30,1192.5664,2543133,198500,
397,39303 (50%),58,2225.9512,5087894,198500,
397,58954 (75%),95,3324.9059,8806263,198500,
398,9875 (12.5%),18,665.3576,1404061,199000,
398,19750 (25%),30,1192.9700,2556897,199000,
398,39501 (50%),57,2217.6642,5114109,199000,
398,59252 (75%),96,3334.6543,8859695,199000,
399,9925 (12.5%),18,665.6561,1408341,199500,
399,19850 (25%),30,1196.2962,2567980,199500,
399,39700 (50%),57,2233.5501,5148696,199500,
399,59550 (75%),97,3340.6518,8920143,199500,
400,9975 (12.5%),18,665.8087,1414206,200000,
400,19950 (25%),30,1241.2395,2572702,200000,
400,39900 (50%),57,2256.2847,5168816,200000,
400,59850 (75%),96,3363.7505,8925638,200000,
401,10025 (12.5%),18,675.0441,1423508,200500,
401,20050 (25%),30,1205.7891,2587677,200500,
401,40100 (50%),58,2260.0234,5195215,200500,
401,60150 (75%),97,3372.7429,8959756,200500,
402,10075 (12.5%),18,677.1648,1430928,201000,
402,20150 (25%),31,1214.5844,2604492,201000,
402,40300 (50%),58,2271.6024,5206984,201000,
402,60450 (75%),96,3395.5722,9012745,201000,
403,10125 (12.5%),18,677.8753,1438033,201500,
403,20250 (25%),31,1223.1503,2614547,201500,
403,40501 (50%),58,2280.5023,5232310,201500,
403,60752 (75%),97,3414.3770,9055722,201500,
404,10175 (12.5%),18,682.0250,1440150,202000,
404,20351 (25%),31,1245.9154,2628883,202000,
404,40703 (50%),58,2298.2113,5255697,202000,
404,61054 (75%),97,3443.4562,9067384,202000,
405,10226 (12.5%),18,691.2591,1445389,202500,
405,20452 (25%),30,1235.7171,2639147,202500,
405,40905 (50%),58,2310.9393,5263247,202500,
405,61357 (75%),97,3450.3386,9117988,202500,
406,10276 (12.5%),18,689.5294,1459486,203000,
406,20553 (25%),31,1264.3642,2647413,203000,
406,41107 (50%),58,2325.4986,5302856,203000,
406,61661 (75%),96,3499.5430,9159259,203000,
407,10327 (12.5%),18,694.3710,1457437,203500,
407,20655 (25%),30,1243.2454,2656256,203500,
407,41310 (50%),58,2328.6552,5338966,203500,
407,61965 (75%),98,3511.1446,9233904,203500,
408,10378 (12.5%),18,693.6901,1462372,204000,
408,20757 (25%),31,1247.7825,2674088,204000,
408,41514 (50%),59,2356.2124,5340463,204000,
408,62271 (75%),99,3503.5486,9242656,204000,
409,10429 (12.5%),19,703.6626,1473149,204500,
409,20859 (25%),31,1276.0193,2681489,204500,
409,41718 (50%),59,2363.4341,5381954,204500,
409,62577 (75%),98,3521.4200,9288503,204500,
410,10480 (12.5%),18,704.2079,1482495,205000,
410,20961 (25%),31,1265.0998,2697484,205000,
410,41922 (50%),59,2373.2221,5393596,205000,
410,62883 (75%),98,3536.5489,9343423,205000,
411,10531 (12.5%),18,707.1953,1489409,205500,
411,21063 (25%),31,1271.9872,2709010,205500,
411,42127 (50%),58,2373.5504,5417056,205500,
411,63191 (75%),98,3560.1137,9348579,205500,
412,10583 (12.5%),19,710.6955,1498209,206000,
412,21166 (25%),31,1280.4484,2724327,206000,
412,42333 (50%),59,2409.4326,5448435,206000,
412,63499 (75%),99,3597.5516,9438380,206000,
413,10634 (12.5%),18,714.7138,1498288,206500,
413,21269 (25%),31,1284.8620,2730496,206500,
413,42539 (50%),59,2404.2404,5480671,206500,
413,63808 (75%),99,3611.3048,9484850,206500,
414,10686 (12.5%),18,715.9703,1512379,207000,
414,21372 (25%),31,1289.3076,2743152,207000,
414,42745 (50%),59,2415.2925,5497490,207000,
414,64118 (75%),100,3609.1897,9508227,207000,
415,10738 (12.5%),19,716.0757,1520200,207500,
415,21476 (25%),31,1298.5411,2753378,207500,
415,42952 (50%),60,2435.8587,5536766,207500,
415,64428 (75%),100,3638.0944,9553488,207500,
416,10790 (12.5%),18,726.0370,1524147,208000,
416,21580 (25%),31,1317.6591,2762096,208000,
416,43160 (50%),60,2444.6249,5551780,208000,
416,64740 (75%),100,3666.7325,9594798,208000,
417,10842 (12.5%),19,730.2172,1528443,208500,
417,21684 (25%),32,1310.3359,2780878,208500,
417,43368 (50%),60,2463.0222,5576402,208500,
417,65052 (75%),100,3690.1419,9665167,208500,
418,10894 (12.5%),18,733.9563,1533156,209000,
418,21788 (25%),31,1317.5693,2784415,209000,
418,43576 (50%),59,2484.1568,5606189,209000,
418,65364 (75%),99,3700.4027,9692721,209000,
419,10946 (12.5%),19,737.5715,1541909,209500,
419,21892 (25%),32,1325.7163,2806323,209500,
419,43785 (50%),60,2478.6153,5616468,209500,
419,65678 (75%),99,3760.6044,9698969,209500,
420,10998 (12.5%),19,744.3075,1543262,210000,
420,21997 (25%),32,1332.2709,2815186,210000,
420,43995 (50%),60,2500.4129,5654155,210000,
420,65992 (75%),101,3730.8614,9777195,210000,
421,11051 (12.5%),19,746.3186,1554153,210500,
421,22102 (25%),32,1338.1033,2825901,210500,
421,44205 (50%),60,2510.4253,5662405,210500,
421,66307 (75%),101,3751.9391,9797207,210500,
422,11103 (12.5%),19,743.3510,1559799,211000,
422,22207 (25%),32,1345.1154,2840985,211000,
422,44415 (50%),60,2516.5353,5692695,211000,
422,66623 (75%),102,3778.3217,9891037,211000,
423,11156 (12.5%),19,746.8798,1568225,211500,
423,22313 (25%),31,1350.6956,2850532,211500,
423,44626 (50%),60,2537.5683,5715575,211500,
423,66939 (75%),101,3796.4151,9894453,211500,
